0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0	0	0
0	0	0	2	0	0	1	0	0	0	0	0
0	0	0	1	0	0	1	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0
1	0	0	7	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0	0	1
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	10	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
3	0	0	2	0	0	0	0	0	0	0	0
0	0	2	1	0	0	0	0	0	0	0	0
2	4	3	4	0	0	0	0	0	0	0	0
8	5	6	17	2	1	1	0	0	1	0	0
0	0	0	4	0	0	3	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	1	0	0	1	1	0	0	0	1	1
0	0	0	0	0	0	0	0	0	0	1	0
1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	1	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
3	0	1	0	0	1	3	0	0	0	0	0
1	0	1	0	0	0	0	0	0	0	0	0
1	0	1	17	0	6	14	0	1	1	0	1
0	0	0	1	0	3	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0
7	0	0	0	0	0	0	0	1	0	0	0
2	0	0	1	0	0	0	0	11	0	0	0
31	0	0	0	6	2	1	0	64	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	1	0	0	1	0	0	0	0	0
1	0	0	7	0	3	1	0	0	0	0	0
0	0	0	0	0	2	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
1	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	5	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
1	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	1	1	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	2	0	0	1	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	2	0	1	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0
0	61	0	1	0	0	0	0	0	0	0	0
0	0	2	7	0	0	41	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	1	0	2	0	0	0	0	0	0
0	0	1	8	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0
0	0	1	1	0	0	0	0	0	0	0	0
0	0	0	1	0	1	1	0	0	0	1	1
0	0	0	1	0	0	0	0	0	0	0	0
0	0	1	0	0	1	1	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	0	0	2	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	10	0	0	0	0	0	0	0	0
0	0	0	2	0	0	1	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	1	0	1	0	0	0	0	0	0
